Pays,Genre,Age,Desabonnement,CreditScore,Ancienneté,Balance,NbrDeProduit,CarteDeCredit,MembreActif,SalaireEstimé
Germany,Male,31,0,757,8,149086,2,1,1,197077
Germany,Female,53,1,695,8,95232,1,0,0,70141
France,Male,34,0,726,3,0,2,1,0,196288
Spain,Male,41,0,587,8,85109,1,1,0,1558
Germany,Female,43,0,605,8,125339,2,1,0,23970
Spain,Male,62,0,850,5,0,2,1,1,180244
France,Female,38,0,850,0,106832,1,0,1,148978
France,Male,29,0,751,3,159597,1,1,0,39934
Germany,Female,37,0,627,7,147362,1,1,1,133032
France,Male,43,0,736,4,176135,1,1,1,52857
France,Female,74,0,652,5,0,2,1,1,937
France,Female,35,0,627,7,0,2,0,1,193022
France,Male,34,0,636,1,84055,1,0,0,37491
France,Male,60,0,775,7,0,2,1,1,111559
Spain,Female,45,1,850,5,174088,4,1,0,5669
Spain,Male,34,0,850,8,199229,1,0,0,68106
France,Male,37,0,516,8,0,1,1,0,101835
Spain,Female,42,0,513,10,0,2,0,1,73151
Germany,Female,69,0,673,3,78833,2,1,1,37196
France,Female,27,0,564,6,0,1,0,0,7820
France,Female,35,0,636,2,0,2,1,1,23129
France,Male,29,0,712,3,102541,1,1,1,189681
France,Male,51,0,568,4,0,3,1,1,66587
Spain,Male,43,1,741,0,0,2,1,1,2921
Germany,Female,39,0,754,8,129402,1,1,1,87685
France,Female,32,0,709,7,0,2,1,1,199418
France,Female,32,0,510,1,0,2,0,1,28515
Spain,Male,33,0,716,2,0,2,1,1,92917
Germany,Male,36,0,607,10,106703,2,0,0,198314
Spain,Male,26,0,656,4,139585,1,1,0,36309
Germany,Male,52,1,550,5,121016,1,1,1,41730
France,Male,26,0,486,2,0,2,1,1,31399
Germany,Male,59,1,598,8,118210,2,0,0,60192
Spain,Male,35,0,675,8,0,2,1,0,29062
France,Female,29,0,755,4,148655,2,1,1,28805
Spain,Male,32,0,656,5,136963,1,1,0,133814
Germany,Male,47,0,644,9,137774,2,1,0,151903
France,Female,32,0,598,4,111157,1,1,1,167376
Spain,Female,31,0,850,3,121238,1,1,1,31023
France,Male,36,0,679,1,97235,1,1,0,188997
France,Male,60,0,632,2,0,2,0,1,2085
Spain,Male,45,0,550,0,0,2,0,1,70400
Germany,Female,54,0,572,9,97383,1,1,1,195772
Germany,Female,47,1,626,2,103109,1,0,1,166475
Spain,Female,57,1,625,7,0,1,0,0,84106
France,Female,58,1,515,2,131853,1,1,0,81437
Spain,Male,35,1,612,1,0,1,1,1,83256
Spain,Female,39,0,628,8,107553,1,1,0,117523
Spain,Female,43,0,529,5,0,2,0,0,79477
Germany,Female,46,0,668,7,161806,1,1,1,173052
France,Male,30,0,526,9,0,2,0,0,100996
France,Female,52,0,791,7,0,1,1,1,122782
France,Male,27,0,573,2,128243,1,1,1,11631
France,Female,38,0,565,5,126645,1,1,1,168304
France,Female,47,1,604,8,62095,3,0,0,9308
France,Male,37,0,656,7,112291,1,1,0,153158
France,Female,44,0,447,5,89189,1,1,1,75408
France,Male,55,1,682,9,0,1,1,0,153357
Spain,Male,28,0,437,2,109161,1,1,0,152987
Spain,Male,47,1,792,0,0,1,1,1,5558
Spain,Female,25,0,627,4,0,1,1,1,194314
France,Female,34,0,767,8,0,2,1,0,94768
France,Male,26,0,686,7,0,2,1,0,1541
France,Female,53,1,789,1,158272,1,1,1,5036
France,Male,56,0,794,9,96951,1,1,1,71777
Germany,Male,35,1,587,5,121864,1,1,1,23482
Germany,Female,19,1,589,9,83495,1,1,1,143022
Germany,Female,25,0,543,1,146566,1,0,1,161407
Spain,Female,45,1,589,1,0,1,0,0,125939
Germany,Male,23,0,701,5,186101,2,1,1,76611
France,Male,40,1,850,6,0,1,1,0,136985
Germany,Female,51,1,726,8,107495,2,1,0,140938
Spain,Male,47,1,767,2,0,1,1,0,48161
Spain,Male,36,0,648,8,146943,2,1,1,130041
Spain,Female,36,0,651,8,0,2,1,0,91652
France,Female,36,0,633,6,125130,1,0,0,125961
France,Female,37,0,740,9,0,2,1,1,73225
France,Female,34,0,592,9,0,2,1,1,20460
France,Female,41,0,670,10,0,3,1,0,81602
France,Male,36,0,628,3,0,2,1,1,8743
France,Male,47,0,745,5,0,2,0,0,145790
France,Male,32,0,705,3,0,2,0,0,129577
France,Female,42,0,559,7,0,2,1,1,190040
France,Male,29,0,595,6,150686,1,1,0,87771
France,Male,35,0,492,4,141359,2,1,0,39520
France,Female,29,0,498,9,0,1,1,0,190036
France,Female,39,0,655,6,94631,2,1,1,148949
France,Female,39,0,636,3,118336,1,1,0,184692
France,Female,45,0,634,2,0,1,1,1,143458
Spain,Male,63,0,793,0,0,2,0,1,27167
Germany,Male,50,1,526,5,124233,1,0,1,159457
France,Female,26,1,768,5,51116,1,1,1,70455
Germany,Male,64,0,540,1,91870,1,0,1,95421
France,Female,34,0,732,8,122338,2,1,0,187986
France,Female,30,0,617,8,0,1,1,1,92622
Spain,Female,54,0,637,5,0,1,0,1,150837
France,Male,26,0,573,8,86271,2,1,1,90177
France,Male,44,0,531,3,0,2,1,1,34417
France,Female,38,0,489,5,117290,1,0,0,85232
France,Male,35,0,601,2,0,2,1,1,118983
Germany,Male,33,0,452,7,153663,1,1,0,111868
Spain,Female,29,0,728,1,0,1,1,1,83056
Germany,Female,27,0,590,8,123599,2,1,0,1677
France,Male,29,0,490,4,0,2,1,0,32090
Spain,Female,76,0,596,9,134208,1,1,1,13455
France,Male,29,0,635,1,0,1,0,1,24866
Germany,Male,35,0,782,7,98557,2,1,0,117644
Spain,Female,37,0,790,3,0,3,0,0,98897
France,Male,40,1,587,2,0,4,0,1,106175
Spain,Female,46,0,794,8,134594,1,1,1,46386
France,Male,41,0,515,8,0,2,1,1,185054
Spain,Male,24,0,746,10,68782,1,0,1,47997
Germany,Female,56,1,667,8,137464,1,1,0,130847
France,Male,32,0,709,4,147308,1,0,1,40862
France,Female,35,1,536,8,0,1,1,0,171840
France,Female,41,0,711,3,145755,1,1,1,101455
France,Male,46,1,753,8,0,3,1,0,90748
France,Male,44,0,748,4,112611,1,0,1,2049
France,Female,57,0,623,7,71482,2,1,1,84421
France,Male,33,0,465,5,0,2,0,1,78698
Spain,Female,34,0,640,3,77827,1,1,1,168545
France,Male,75,0,562,5,87141,1,1,1,39352
Germany,Female,42,1,502,0,132003,1,0,1,28205
France,Male,32,0,536,7,178012,2,1,0,22375
Germany,Female,32,0,670,4,102955,2,0,1,134942
Germany,Male,51,0,775,2,123783,1,1,1,134902
Germany,Male,30,0,759,4,101803,1,0,0,8694
France,Male,33,0,604,3,148659,1,0,0,42438
Germany,Female,62,1,766,7,142724,1,0,1,5893
Spain,Female,41,0,554,4,112153,1,0,1,36242
France,Female,53,0,487,10,89551,1,0,1,90077
France,Male,35,0,725,7,75916,1,1,0,150507
Germany,Female,42,0,732,2,118890,2,0,0,87422
France,Male,40,0,623,5,118789,1,1,0,192867
France,Female,42,0,781,3,156556,1,1,1,175674
Germany,Male,53,1,714,1,99142,1,1,1,72496
Germany,Female,31,0,577,4,61211,1,1,1,145250
Spain,Female,37,0,731,1,128932,1,1,1,180713
Spain,Female,23,0,650,5,0,1,1,1,180622
France,Male,32,0,779,10,80728,1,1,0,86307
Spain,Female,46,1,706,2,127660,2,1,0,150157
Spain,Male,44,0,733,3,106071,1,0,1,101617
Germany,Female,42,0,579,3,137560,2,1,1,85424
Germany,Female,34,1,476,8,111905,1,0,1,197222
France,Male,40,0,775,9,126213,1,1,0,70197
Spain,Male,68,1,538,9,0,2,1,0,110440
France,Male,38,0,602,7,111836,2,1,0,124390
France,Male,30,0,615,8,0,2,0,0,3183
Germany,Female,28,0,700,3,99706,2,0,0,146724
France,Male,32,0,615,1,0,2,0,0,2139
Germany,Male,44,1,544,2,108896,1,0,0,69228
Spain,Male,56,1,573,3,154670,1,0,1,115462
Spain,Male,50,0,555,7,128061,2,1,1,62375
France,Female,31,1,692,2,0,2,1,0,91829
France,Female,40,0,476,4,0,2,0,0,182547
Spain,Male,46,0,770,9,190678,1,1,1,14725
France,Female,40,0,641,7,0,1,1,0,126997
France,Female,35,1,705,5,0,1,1,0,133991
France,Male,38,0,784,5,136713,1,0,1,169921
Spain,Female,52,1,727,1,154734,1,1,0,80260
France,Female,41,1,576,4,112610,1,0,0,191035
Spain,Male,69,0,646,10,115462,1,1,0,40422
France,Male,34,0,638,5,133501,1,0,1,155643
Germany,Male,30,0,632,1,58668,1,1,1,78671
Spain,Male,44,1,850,7,89118,1,1,0,104241
France,Female,28,0,492,9,0,2,1,0,95957
Germany,Female,77,0,673,10,76511,2,0,1,59596
Spain,Male,34,0,609,7,140695,2,1,0,46267
Germany,Male,36,0,701,7,95448,2,1,0,189085
France,Male,34,0,651,4,91563,1,1,1,123954
France,Male,31,0,508,8,72541,1,1,0,129803
Spain,Female,43,1,616,3,120867,1,1,0,18762
France,Male,34,0,489,5,0,1,0,0,43541
Spain,Female,45,0,567,1,157321,1,1,0,62194
Spain,Male,27,0,714,3,0,3,1,1,129130
Germany,Female,30,0,678,1,139677,2,0,1,16146
France,Female,55,0,581,6,0,1,1,1,22442
Spain,Male,60,0,748,3,0,2,1,1,78194
France,Female,19,0,781,3,0,2,1,1,124297
Spain,Male,21,0,691,3,103001,1,1,1,104649
Germany,Male,31,1,507,2,134237,1,1,1,166424
Germany,Male,34,0,724,6,118236,2,0,0,157137
Spain,Female,57,0,705,3,0,2,1,1,34134
Spain,Female,64,1,708,5,0,3,0,1,112520
Germany,Male,38,1,580,9,115442,2,1,0,128482
France,Male,38,0,850,5,0,2,1,0,16492
Spain,Male,25,0,714,2,0,1,1,1,132979
France,Female,43,0,559,1,0,2,1,1,196646
Spain,Female,44,0,577,8,115557,1,0,1,127507
Germany,Female,35,0,647,3,166519,2,1,0,147930
Spain,Male,30,1,554,6,135370,1,1,1,179689
Germany,Male,54,1,549,5,92877,1,1,0,2620
France,Female,26,0,528,10,102074,2,0,0,166800
Germany,Male,46,1,720,3,97043,1,1,1,133517
Spain,Male,41,1,743,7,0,1,1,0,163736
Germany,Male,24,1,615,8,108528,2,0,0,179488
Germany,Female,44,0,635,2,79065,2,0,1,113292
Spain,Male,45,1,686,3,74275,3,1,0,64907
Spain,Female,36,0,840,6,0,2,1,0,141364
France,Male,43,0,695,1,100421,1,1,1,101141
France,Male,26,0,564,7,84007,2,0,0,183491
France,Female,31,0,805,4,0,2,1,0,4798
Spain,Male,45,0,558,4,0,1,1,0,131807
France,Female,39,0,657,4,80294,1,1,0,97193
France,Female,42,0,641,7,125437,2,0,0,164129
France,Male,36,0,755,8,0,2,1,0,176810
France,Male,48,0,483,1,0,2,1,1,110059
Germany,Female,44,0,545,2,127536,1,1,0,108399
France,Male,66,0,678,8,0,2,1,1,47117
Germany,Female,48,1,781,9,82794,1,1,0,124721
Spain,Female,22,0,571,3,108117,1,0,1,53329
Spain,Female,35,0,634,10,0,1,1,0,82634
Germany,Male,27,0,523,8,61689,2,1,0,147059
France,Female,40,0,501,2,0,2,0,0,141947
France,Male,74,0,662,6,0,2,1,0,123584
Spain,Male,50,1,573,0,159304,1,0,1,155915
Germany,Male,33,0,648,5,138664,1,1,0,29076
France,Female,22,0,662,2,126363,2,1,1,97383
France,Male,39,0,725,4,160652,2,1,0,57644
France,Female,35,1,563,2,183573,1,1,1,66007
France,Male,31,0,628,0,88422,1,0,0,72350
Spain,Female,45,1,546,2,0,1,0,0,197790
Germany,Male,41,0,688,2,112871,2,0,1,65521
Germany,Male,41,0,850,8,60881,1,1,0,31826
France,Female,34,0,614,5,0,2,1,0,185562
France,Female,37,1,719,9,101456,1,1,0,25804
France,Female,71,0,757,0,88084,2,1,1,154337
France,Male,29,0,669,7,0,2,1,1,138146
Germany,Male,59,1,438,7,127197,1,1,0,51566
France,Male,39,0,492,7,0,2,0,1,71323
France,Female,39,0,622,9,83457,2,0,0,38882
France,Male,42,0,645,4,98298,1,1,1,676
France,Male,37,0,728,0,0,2,1,1,72204
France,Male,35,0,651,2,86912,1,1,0,174094
Germany,Female,42,0,783,2,139707,1,1,0,2150
Spain,Female,67,0,732,1,0,2,1,1,177783
Spain,Female,39,0,553,1,142877,2,1,0,44363
France,Male,30,0,660,7,146301,1,0,0,96848
France,Female,40,1,670,3,47364,1,1,1,148579
France,Male,38,0,718,7,0,2,1,0,38308
France,Male,51,0,787,0,58137,1,0,1,142538
Germany,Female,38,0,775,6,179886,2,0,0,153123
Germany,Male,24,0,479,6,107638,2,0,1,169506
France,Female,20,0,660,6,167686,1,1,0,57930
Germany,Male,68,0,721,4,136526,1,0,0,175399
Germany,Male,39,0,659,8,52106,2,1,1,107964
France,Female,39,0,743,8,0,1,1,0,94263
France,Female,45,1,670,9,104930,1,1,0,155922
Germany,Female,34,1,766,6,106435,1,0,1,137996
Spain,Female,38,0,845,2,112804,1,1,0,179632
Germany,Female,46,1,710,10,120530,1,1,0,166587
Germany,Female,43,1,602,2,113641,4,1,0,115116
Spain,Male,43,0,604,2,145082,1,1,1,23882
Spain,Female,35,0,564,9,0,2,1,1,105837
Germany,Female,27,0,637,7,135843,1,1,1,101418
France,Female,31,0,527,1,112203,1,1,0,182266
France,Male,34,0,687,7,129895,1,0,1,28698
Germany,Male,41,1,756,6,149050,1,0,1,50422
Germany,Male,42,0,503,9,153279,1,1,1,151337
Spain,Male,42,1,657,5,41473,1,1,0,112980
France,Female,40,0,666,2,0,2,0,0,36371
Germany,Male,39,0,615,5,113194,2,1,1,52166
Germany,Male,27,0,712,8,113174,2,1,0,147262
France,Female,24,0,764,0,0,2,1,0,88724
France,Male,42,0,471,3,164952,1,1,0,190532
Spain,Male,27,0,608,4,153325,1,1,1,199953
Spain,Female,47,0,682,10,134032,1,1,0,144291
Germany,Female,32,0,587,3,125445,2,1,1,130515
Germany,Female,35,0,714,6,126077,2,1,1,53954
Spain,Female,31,0,630,1,0,2,1,1,169803
Germany,Female,28,0,648,8,90371,1,1,1,146852
France,Female,40,0,785,3,0,2,1,1,96833
Germany,Female,47,0,601,1,142802,1,1,1,57553
France,Female,28,0,717,1,90537,1,0,1,74801
France,Female,44,0,707,6,0,2,1,1,192542
France,Female,23,0,771,7,156124,1,1,0,72991
France,Female,35,0,602,5,0,2,1,0,31050
France,Male,38,1,626,7,141075,1,1,0,52796
Spain,Male,59,0,588,4,0,2,1,1,27435
Germany,Female,42,0,616,6,117900,2,0,0,150267
Spain,Male,33,0,621,4,0,2,1,1,40299
France,Male,26,0,674,6,166258,1,1,1,149369
Spain,Female,46,0,633,3,0,2,1,0,120251
Germany,Female,64,1,698,1,169362,1,1,0,84760
France,Male,26,0,508,7,205962,1,1,0,156424
France,Female,24,1,736,0,0,2,1,0,109356
Germany,Male,68,0,672,0,126062,2,1,1,184937
France,Female,21,0,613,7,105628,1,1,1,36561
France,Male,32,0,712,9,100606,1,1,0,165693
France,Female,38,0,624,3,0,2,1,1,163667
France,Male,38,0,676,1,0,2,0,1,35645
Germany,Female,32,0,683,0,138171,2,1,1,188204
France,Female,31,0,489,7,139395,1,0,1,6121
France,Male,29,0,739,1,0,2,1,1,164485
France,Female,37,0,701,3,0,2,1,1,164268
Germany,Female,50,1,666,7,109062,1,1,1,140136
Germany,Female,40,0,565,1,89995,2,0,1,121084
France,Male,36,0,666,3,0,2,1,0,35157
France,Male,59,0,633,2,103997,1,1,1,103159
France,Male,34,0,578,4,175111,1,1,1,74858
Spain,Female,49,1,812,8,66079,2,0,0,91557
Germany,Male,33,0,809,8,148056,1,0,0,199203
France,Male,36,1,615,6,0,1,1,1,27012
Spain,Female,31,0,684,8,0,2,1,0,188637
France,Male,40,0,544,8,0,2,1,0,61581
Germany,Male,47,0,713,1,95995,1,1,0,197529
France,Male,37,0,633,2,0,2,1,0,182258
Germany,Female,23,0,672,10,110742,1,1,0,80778
France,Male,35,0,661,5,0,1,1,0,155395
Spain,Female,28,0,749,3,0,1,1,0,3409
Spain,Female,32,1,635,8,0,2,1,1,19368
Germany,Female,70,1,850,1,96948,3,1,0,62283
France,Male,41,0,641,6,0,2,1,0,65397
Germany,Male,30,0,633,2,109787,2,1,1,139713
Spain,Male,35,0,413,2,0,2,1,1,60973
France,Male,31,0,538,1,0,2,1,0,1375
France,Female,39,0,437,0,102721,1,0,0,22192
Spain,Male,33,1,612,5,69479,1,1,0,8974
Germany,Female,53,1,516,1,156674,1,1,0,118502
Spain,Female,56,1,826,8,174506,2,0,1,161803
Germany,Female,23,0,660,6,166070,2,0,0,90495
Germany,Female,29,0,646,4,105957,1,1,0,15471
France,Male,36,0,767,3,0,1,0,0,65147
France,Male,40,0,640,8,110341,1,1,1,157887
France,Male,33,0,778,1,0,2,1,0,85440
Germany,Male,52,0,679,9,135870,2,0,0,54039
France,Male,31,0,549,4,0,2,0,1,25685
France,Male,47,0,598,2,0,2,1,1,186117
France,Female,45,0,655,0,0,2,1,0,166831
France,Male,30,0,494,3,85705,1,0,1,27886
France,Female,42,0,653,1,0,2,1,1,5768
Germany,Female,38,1,539,8,105436,1,0,0,80575
France,Female,37,0,645,1,0,2,1,1,68988
Germany,Male,34,0,751,9,108513,2,1,1,27098
France,Male,35,0,528,3,156687,1,1,0,199321
Germany,Male,31,0,696,3,150605,1,0,0,5567
France,Female,44,0,716,6,155115,1,0,0,133872
France,Female,35,0,602,8,0,2,1,1,152844
Spain,Female,64,0,647,1,91216,1,1,1,41800
Germany,Male,61,0,850,3,141784,1,1,1,92054
France,Female,32,0,590,0,127763,1,1,0,100718
Spain,Female,32,0,825,1,0,2,1,1,42935
Spain,Male,31,0,850,6,82614,2,1,0,149171
France,Female,32,0,789,7,69424,1,1,0,107499
France,Female,42,0,701,6,86168,1,1,0,153342
Spain,Female,47,1,713,1,0,1,1,0,107825
France,Male,30,0,570,2,131407,1,1,1,47952
Germany,Female,44,0,536,4,121899,1,0,0,131007
Germany,Male,32,0,771,9,77487,1,0,0,33143
France,Female,75,0,512,2,0,1,1,0,123305
Spain,Male,45,1,698,5,164451,1,1,0,141970
France,Male,33,0,656,7,138705,2,1,0,37136
Spain,Male,37,0,761,7,132730,1,1,0,199293
France,Female,30,0,709,5,0,2,0,1,161388
Spain,Female,66,0,597,3,0,1,1,1,70533
France,Male,28,0,592,2,116498,1,1,0,144290
France,Female,41,0,599,1,0,2,1,0,96070
Germany,Female,35,0,572,1,139979,1,1,0,185663
Germany,Female,43,0,611,9,127216,2,0,1,17913
France,Female,45,1,634,2,0,4,1,0,101040
France,Male,51,1,666,2,148223,1,0,0,156954
France,Female,41,0,696,8,0,2,0,0,28277
France,Female,38,0,669,8,0,2,1,0,84049
Spain,Male,30,0,726,8,134152,1,1,1,147822
Germany,Female,32,1,497,8,111537,4,1,1,9498
Spain,Female,39,0,750,7,119566,1,1,0,87068
Spain,Female,29,0,850,7,0,2,1,0,23237
Spain,Male,38,0,617,7,0,1,1,1,27239
Germany,Male,46,1,652,10,121064,3,1,0,151482
Spain,Female,27,0,560,7,124996,1,1,1,114670
Spain,Male,39,0,629,5,0,2,0,0,116748
Germany,Female,52,0,660,4,86892,1,1,0,90878
France,Male,38,0,676,8,0,2,1,1,133693
Spain,Male,43,0,581,9,78023,1,0,1,30663
France,Male,34,0,798,9,154496,1,1,0,191396
France,Male,38,0,705,1,189444,1,0,1,106649
Spain,Female,31,0,714,6,152927,1,1,1,50900
France,Female,44,1,664,8,142990,1,1,1,115453
Germany,Male,43,0,697,7,115372,2,1,0,64139
France,Male,37,0,609,6,0,2,0,1,22031
Spain,Male,38,0,548,0,178057,2,1,0,38435
Spain,Male,39,1,850,6,206015,2,0,1,42775
France,Male,41,0,656,2,0,2,1,0,158974
Germany,Male,37,1,727,9,101192,1,1,1,34551
France,Female,55,0,642,7,0,2,1,1,101516
Spain,Female,31,0,710,5,0,2,1,0,9562
Spain,Male,33,0,710,1,0,2,1,0,168313
France,Female,37,0,718,7,0,2,1,1,55100
Germany,Male,32,0,586,1,149815,1,1,0,31830
Spain,Female,36,0,617,7,115617,1,1,1,71519
France,Male,28,0,630,9,0,2,0,0,32599
Germany,Female,42,1,791,10,113657,2,0,1,139947
Spain,Male,39,0,673,8,138160,1,1,1,110469
Germany,Female,36,0,477,3,117701,1,0,0,74042
France,Female,37,0,662,5,0,2,1,0,151872
Germany,Male,37,1,850,9,122506,1,0,1,199694
France,Female,58,1,635,1,0,1,1,1,58907
France,Male,59,1,537,9,0,2,0,0,103800
France,Female,39,0,579,3,166501,2,1,0,93836
Spain,Female,46,1,651,4,89743,1,1,0,156426
France,Female,25,0,610,2,0,2,1,0,123724
France,Male,30,0,581,1,0,2,1,0,199464
France,Male,39,0,592,7,0,2,1,0,83084
Spain,Female,35,1,688,6,0,1,1,0,25488
France,Female,18,0,681,1,98894,1,1,1,9596
Germany,Male,37,0,658,3,168736,2,0,0,70370
France,Male,34,0,792,1,0,1,0,1,86330
Germany,Female,62,1,528,7,133201,1,0,0,168508
Spain,Female,36,0,624,0,0,2,1,0,111606
Germany,Male,31,0,562,4,127237,2,0,1,143317
Germany,Male,36,0,678,1,117865,2,1,0,27619
Germany,Female,64,1,705,3,153469,3,0,0,146574
Germany,Male,23,0,650,4,93911,2,1,0,69055
Spain,Female,46,0,593,2,76598,1,1,1,54454
France,Female,40,0,652,4,79927,2,1,1,33525
Spain,Female,27,0,554,4,0,2,1,1,135084
Germany,Male,32,0,584,8,40173,1,1,1,137439
France,Male,33,0,516,7,115196,1,1,1,11206
Germany,Female,43,0,789,9,116644,2,1,1,60176
Germany,Male,20,0,598,8,180294,2,1,1,29553
Germany,Female,30,0,669,7,139873,1,1,0,188796
France,Female,24,0,645,3,34548,1,1,1,11638
France,Female,32,0,659,9,0,2,1,1,93156
Germany,Male,29,0,833,1,96462,2,0,1,48986
Spain,Female,40,0,697,7,130334,2,0,1,116951
Germany,Male,39,0,580,3,119689,1,1,0,137041
France,Male,38,0,691,1,0,2,0,0,44654
France,Male,52,1,534,1,0,3,1,1,104035
France,Female,32,0,478,6,71187,1,1,1,110594
France,Female,47,0,572,2,0,2,1,0,36100
France,Male,37,0,501,4,0,2,0,0,12470
Spain,Female,38,0,624,8,0,2,1,0,95403
France,Female,39,0,595,9,136422,1,1,1,151758
France,Male,30,0,603,8,0,2,1,1,47536
France,Female,25,0,602,0,0,2,1,1,101274
France,Female,34,0,500,6,0,1,1,1,140268
France,Male,41,0,422,6,153239,1,1,0,11663
France,Male,35,0,615,7,0,2,1,0,150784
France,Female,78,0,635,6,47536,1,1,1,119400
France,Female,32,0,711,1,0,2,1,0,126188
France,Male,36,1,834,8,142882,1,1,0,89983
France,Female,44,0,633,7,0,2,1,0,29761
France,Female,31,0,650,1,160566,2,0,0,27074
Germany,Male,65,1,743,2,131936,1,1,1,96400
France,Male,38,0,567,6,127679,2,0,0,45423
Germany,Female,46,1,706,4,105215,1,1,0,108700
France,Male,46,0,638,9,139860,1,1,0,38967
France,Female,38,0,641,3,0,2,1,0,116466
France,Female,34,0,574,5,112324,2,1,1,17993
Germany,Male,30,0,642,8,134497,1,0,0,43251
Spain,Female,35,0,722,1,120172,1,1,0,125241
France,Male,23,0,623,1,106012,2,0,1,191416
France,Male,25,0,681,5,0,1,0,1,90861
France,Female,34,0,530,8,0,2,0,1,141873
France,Female,55,1,797,10,0,4,1,1,49419
France,Male,51,1,653,3,0,1,1,0,170427
Germany,Male,42,1,850,8,119840,1,0,1,51016
Spain,Male,34,0,581,1,0,2,0,1,81175
Germany,Male,38,0,589,8,92219,1,1,0,99107
Germany,Male,48,0,555,3,142055,2,0,1,79135
France,Female,49,1,748,7,29602,1,0,0,163551
France,Female,46,0,745,7,0,2,1,1,67770
France,Male,34,0,730,1,0,2,1,1,126592
France,Female,44,0,565,1,0,2,0,1,89603
France,Male,37,0,778,3,141804,1,0,1,179422
France,Male,24,0,812,10,0,2,1,1,156906
France,Male,42,0,526,1,0,1,0,1,168486
France,Female,47,1,708,0,126589,2,0,1,132730
France,Male,33,0,680,2,108393,1,0,1,39058
Spain,Male,43,0,567,2,115644,2,0,0,174606
Spain,Male,48,0,564,5,132876,1,1,0,79260
France,Female,24,0,709,3,110949,1,1,1,168516
France,Male,46,1,629,1,130666,1,1,1,161126
France,Female,45,0,510,10,103821,2,0,1,77879
France,Female,32,0,506,3,0,1,1,1,80823
France,Male,39,0,605,7,0,1,0,1,119348
Spain,Male,32,0,650,1,132188,2,1,1,178331
Germany,Male,49,1,850,8,98650,1,1,0,119175
Germany,Male,38,0,489,2,126444,2,1,1,82663
Germany,Female,30,0,659,8,154160,1,1,0,40441
France,Female,43,0,753,5,0,2,1,0,109882
Germany,Male,48,0,477,8,129250,2,1,1,157937
Spain,Female,45,1,610,3,0,1,1,0,38277
France,Female,33,0,619,2,167734,2,1,1,65222
Germany,Female,31,0,619,2,56116,2,0,0,2182
France,Female,30,0,758,3,141581,1,1,0,156249
Germany,Male,50,0,516,7,139675,2,1,0,45591
France,Female,27,0,789,8,66202,1,1,1,79458
France,Female,44,1,687,9,0,2,0,0,103042
Germany,Male,34,0,485,3,133658,1,1,0,70210
Germany,Male,25,0,446,3,136203,1,1,0,176744
France,Female,60,1,597,0,131778,1,0,0,10704
Spain,Male,74,0,712,5,0,2,0,0,151426
France,Female,34,0,522,3,0,2,1,1,3894
Germany,Female,26,0,805,8,42713,2,1,1,28862
France,Female,28,0,781,4,0,2,1,0,177703
Spain,Female,57,1,689,4,0,2,1,0,136650
Germany,Male,31,0,670,1,142632,2,1,1,175894
France,Male,33,0,670,2,141205,2,1,0,76257
Germany,Female,25,0,524,7,131402,1,0,0,193668
Spain,Female,39,0,734,3,92637,2,1,1,125671
France,Female,51,1,489,3,0,2,0,1,174098
Germany,Female,31,1,578,5,102089,4,0,0,187866
Spain,Male,39,0,622,9,0,2,0,1,100862
France,Female,38,0,843,8,134888,1,1,1,10804
France,Male,48,0,687,4,0,2,1,1,170894
Spain,Male,28,0,700,8,159900,1,0,0,22699
Germany,Female,50,0,410,2,102279,2,1,0,89822
France,Female,41,0,537,0,0,2,0,1,175262
France,Female,43,0,780,0,0,1,0,1,15705
Spain,Male,58,0,652,6,0,2,0,1,170025
Germany,Male,35,0,620,0,76990,1,1,1,17243
France,Female,23,0,697,10,0,2,1,1,79734
France,Male,35,0,786,3,0,2,1,0,92713
Germany,Female,39,0,850,5,114492,1,1,0,99689
Germany,Male,54,1,749,3,144769,1,1,0,93336
France,Male,31,0,445,7,145057,1,1,1,175894
Germany,Male,50,1,443,3,117206,1,1,0,42840
Germany,Male,41,0,637,2,138014,2,1,0,140298
Germany,Female,45,1,616,6,128353,3,1,1,144001
France,Female,23,0,756,1,112568,1,1,1,113408
France,Male,33,0,644,2,0,1,1,0,96421
Germany,Male,41,0,850,1,176958,2,0,1,125806
Germany,Female,38,0,703,9,99168,1,1,0,65721
Spain,Female,42,0,684,3,103210,1,1,0,31002
Germany,Female,48,1,706,10,104478,3,0,1,158249
Spain,Male,61,0,580,8,125921,1,1,1,94678
Spain,Female,35,0,777,3,0,2,1,1,17258
Germany,Male,48,0,676,3,80697,1,0,0,101398
France,Female,44,0,708,2,161888,2,1,0,84870
France,Male,24,0,809,7,109558,1,1,0,183515
France,Male,38,0,588,1,124271,1,1,0,75969
France,Male,43,0,623,1,0,2,1,1,146379
Spain,Male,42,0,537,1,190569,1,0,1,127155
Spain,Male,53,1,536,2,143924,1,1,0,2020
France,Male,48,0,769,2,96542,2,0,1,197886
France,Male,33,0,690,5,0,2,1,0,138018
Spain,Male,45,1,771,0,139826,1,0,0,170985
Germany,Male,24,0,497,6,111769,2,1,0,55859
Spain,Male,37,0,622,4,0,2,1,0,4460
Spain,Male,30,0,602,9,113672,2,0,0,102136
France,Female,32,0,543,7,147257,1,1,0,112772
Spain,Male,45,0,520,7,107023,1,1,0,32904
